time,temperature_c,relative_humidity,wind_speed_kmh,date,hour,temp_category,feels_like_c
2025-12-14 22:00:00,25.8,82,2.5,2025-12-14,22,warm,24.16
2025-12-14 23:00:00,25.4,83,2.4,2025-12-14,23,warm,23.74
2025-12-15 00:00:00,25.3,83,2.2,2025-12-15,0,warm,23.64
2025-12-15 01:00:00,25.1,83,2.4,2025-12-15,1,warm,23.44
2025-12-15 02:00:00,24.8,83,2.4,2025-12-15,2,warm,23.14
2025-12-15 03:00:00,24.6,84,2.5,2025-12-15,3,warm,22.92
2025-12-15 04:00:00,24.5,84,2.5,2025-12-15,4,warm,22.82
2025-12-15 05:00:00,24.6,85,2.2,2025-12-15,5,warm,22.900000000000002
2025-12-15 06:00:00,24.8,87,1.8,2025-12-15,6,warm,23.060000000000002
2025-12-15 07:00:00,25.4,87,1.8,2025-12-15,7,warm,23.66
2025-12-15 08:00:00,26.6,84,2.9,2025-12-15,8,warm,24.92
2025-12-15 09:00:00,28.3,79,4.0,2025-12-15,9,warm,26.72
2025-12-15 10:00:00,29.7,74,5.0,2025-12-15,10,warm,28.22
2025-12-15 11:00:00,30.8,68,5.0,2025-12-15,11,hot,29.44
2025-12-15 12:00:00,31.6,62,4.7,2025-12-15,12,hot,30.360000000000003
2025-12-15 13:00:00,32.1,58,4.0,2025-12-15,13,hot,30.94
2025-12-15 14:00:00,32.4,55,2.2,2025-12-15,14,hot,31.299999999999997
2025-12-15 15:00:00,32.4,54,0.5,2025-12-15,15,hot,31.32
2025-12-15 16:00:00,31.8,56,1.0,2025-12-15,16,hot,30.68
2025-12-15 17:00:00,30.0,65,0.8,2025-12-15,17,warm,28.7
2025-12-15 18:00:00,27.6,78,2.3,2025-12-15,18,warm,26.040000000000003
2025-12-15 19:00:00,25.8,87,3.7,2025-12-15,19,warm,24.060000000000002
2025-12-15 20:00:00,25.1,90,4.3,2025-12-15,20,warm,23.3
2025-12-15 21:00:00,25.0,89,4.3,2025-12-15,21,warm,23.22
2025-12-15 22:00:00,24.9,89,4.5,2025-12-15,22,warm,23.119999999999997
2025-12-15 23:00:00,24.6,90,3.9,2025-12-15,23,warm,22.8
2025-12-16 00:00:00,24.4,90,2.9,2025-12-16,0,warm,22.599999999999998
2025-12-16 01:00:00,24.2,91,2.3,2025-12-16,1,warm,22.38
2025-12-16 02:00:00,24.1,91,2.3,2025-12-16,2,warm,22.28
2025-12-16 03:00:00,23.9,92,2.1,2025-12-16,3,warm,22.06
2025-12-16 04:00:00,23.9,92,2.4,2025-12-16,4,warm,22.06
2025-12-16 05:00:00,24.0,93,2.7,2025-12-16,5,warm,22.14
2025-12-16 06:00:00,24.3,93,3.7,2025-12-16,6,warm,22.44
2025-12-16 07:00:00,24.8,92,4.3,2025-12-16,7,warm,22.96
2025-12-16 08:00:00,25.8,89,5.8,2025-12-16,8,warm,24.02
2025-12-16 09:00:00,27.0,84,7.5,2025-12-16,9,warm,25.32
2025-12-16 10:00:00,28.1,79,8.6,2025-12-16,10,warm,26.520000000000003
2025-12-16 11:00:00,29.3,75,7.9,2025-12-16,11,warm,27.8
2025-12-16 12:00:00,30.4,70,6.6,2025-12-16,12,hot,29.0
2025-12-16 13:00:00,31.1,67,5.9,2025-12-16,13,hot,29.76
2025-12-16 14:00:00,31.3,64,5.5,2025-12-16,14,hot,30.02
2025-12-16 15:00:00,31.2,63,5.2,2025-12-16,15,hot,29.939999999999998
2025-12-16 16:00:00,30.6,64,4.3,2025-12-16,16,hot,29.32
2025-12-16 17:00:00,29.3,70,2.3,2025-12-16,17,warm,27.900000000000002
2025-12-16 18:00:00,27.6,80,1.8,2025-12-16,18,warm,26.0
2025-12-16 19:00:00,26.3,87,3.2,2025-12-16,19,warm,24.560000000000002
2025-12-16 20:00:00,25.7,90,3.6,2025-12-16,20,warm,23.9
2025-12-16 21:00:00,25.4,91,3.6,2025-12-16,21,warm,23.58
2025-12-16 22:00:00,25.2,91,4.1,2025-12-16,22,warm,23.38
2025-12-16 23:00:00,24.9,92,5.1,2025-12-16,23,warm,23.06
2025-12-17 00:00:00,24.6,93,5.8,2025-12-17,0,warm,22.740000000000002
2025-12-17 01:00:00,24.4,93,6.6,2025-12-17,1,warm,22.54
2025-12-17 02:00:00,24.1,93,7.0,2025-12-17,2,warm,22.240000000000002
2025-12-17 03:00:00,23.8,93,7.0,2025-12-17,3,warm,21.94
2025-12-17 04:00:00,23.6,93,7.0,2025-12-17,4,warm,21.740000000000002
2025-12-17 05:00:00,23.5,94,7.0,2025-12-17,5,warm,21.62
2025-12-17 06:00:00,23.6,94,7.3,2025-12-17,6,warm,21.720000000000002
2025-12-17 07:00:00,24.0,93,7.4,2025-12-17,7,warm,22.14
2025-12-17 08:00:00,25.0,89,7.5,2025-12-17,8,warm,23.22
2025-12-17 09:00:00,26.3,84,7.5,2025-12-17,9,warm,24.62
2025-12-17 10:00:00,27.6,79,7.1,2025-12-17,10,warm,26.020000000000003
2025-12-17 11:00:00,28.5,75,6.6,2025-12-17,11,warm,27.0
2025-12-17 12:00:00,29.4,71,6.8,2025-12-17,12,warm,27.979999999999997
2025-12-17 13:00:00,29.9,68,6.8,2025-12-17,13,warm,28.54
2025-12-17 14:00:00,30.2,66,5.9,2025-12-17,14,hot,28.88
2025-12-17 15:00:00,30.2,65,4.6,2025-12-17,15,hot,28.9
2025-12-17 16:00:00,29.8,66,3.4,2025-12-17,16,warm,28.48
2025-12-17 17:00:00,28.8,72,2.6,2025-12-17,17,warm,27.36
2025-12-17 18:00:00,27.4,80,2.3,2025-12-17,18,warm,25.799999999999997
2025-12-17 19:00:00,26.3,86,1.9,2025-12-17,19,warm,24.580000000000002
2025-12-17 20:00:00,25.7,89,1.5,2025-12-17,20,warm,23.919999999999998
2025-12-17 21:00:00,25.3,90,1.6,2025-12-17,21,warm,23.5
2025-12-17 22:00:00,25.0,91,1.8,2025-12-17,22,warm,23.18
2025-12-17 23:00:00,24.6,92,2.1,2025-12-17,23,warm,22.76
